,Date,Signal,Open,High,Low,Close,Volume,volume_adi,volume_obv,volume_cmf,volume_fi,volume_em,volume_sma_em,volume_vpt,volume_nvi,volatility_atr,volatility_bbh,volatility_bbl,volatility_bbm,volatility_bbhi,volatility_bbli,volatility_kcc,volatility_kch,volatility_kcl,volatility_kchi,volatility_kcli,volatility_dcl,volatility_dch,volatility_dchi,volatility_dcli,trend_macd,trend_macd_signal,trend_macd_diff,trend_ema_fast,trend_ema_slow,trend_adx,trend_adx_pos,trend_adx_neg,trend_vortex_ind_pos,trend_vortex_ind_neg,trend_vortex_ind_diff,trend_trix,trend_mass_index,trend_cci,trend_dpo,trend_kst,trend_kst_sig,trend_kst_diff,trend_ichimoku_a,trend_ichimoku_b,trend_visual_ichimoku_a,trend_visual_ichimoku_b,trend_aroon_up,trend_aroon_down,trend_aroon_ind,momentum_rsi,momentum_mfi,momentum_tsi,momentum_uo,momentum_stoch,momentum_stoch_signal,momentum_wr,momentum_ao,momentum_kama,momentum_roc,others_dr,others_dlr,others_cr
10,40142,1,10432.96,10481.48,10420.94,10464.4,130080000,654518379.714164,66940000,0.335977814133855,-1253863518.93769,2068.03113468633,1273.59420754538,112497.101584323,1024.42278772467,113.447399999999,10535.1989526495,10197.4465018959,10366.3227272727,0,0,10361.699,10361.699,10246.6649999999,0,0,10197.47,10464.4,1,0,-36.3846963100495,-20.8514739021227,-15.5332224079267,10378.5296483399,10342.1449520299,0,0,0,1,1,0,0.0274040863900107,11.5410590248067,105.148539767525,6994.7601463362,-398.498686885906,-404.649645727034,6.15095884112776,10338.6225,10333.425,17251.2242587441,17081.913467806,44,8,36,65.1668569013758,50,-95.7377114222563,44.6251541973906,90.3782717267315,85.8422994317187,-9.62172827326844,32.7110909090915,10435.3198496137,0,0.294142735422009,0.293710982118255,1.68239846238458
11,40144,1,10452.23,10452.23,10231.25,10309.92,130290000,616996180.420111,-63350000,0.296862562088978,-3950054330.51801,-18566.7976053419,-530.077775444373,-1540776.47695924,1024.42278772467,125.417659999999,10526.2877216114,10196.9572783885,10361.6225,0,0,10371.8006666666,10371.8006666666,10249.7086666666,0,0,10197.47,10464.4,0,0,-28.216399279905,-22.3244589776792,-5.89194030222584,10367.9743178261,10339.7579185462,0,0,0,1,1,0,0.0299576090089079,12.6681242809937,-24.6879189265649,-70.3624999999992,-394.046603595271,-402.941223966812,8.89462037154101,10348.4275,10333.425,17251.2242587441,17081.913467806,44,8,36,47.2683787741309,50,-95.379045234049,37.9331984761655,42.7536455282547,71.3495904882282,-57.2463544717452,33.6064166666656,10432.0277995975,0,-1.47624326287221,-1.48724817420049,0.181318905556748
12,40147,2,10309.77,10364.34,10263.29,10344.84,223580000,754286027.030699,160230000,0.327669790236492,-2270416054.72972,-1262.10808211821,-591.080301000526,-1166125.36060464,1024.42278772467,122.980893999999,10518.7893876194,10201.8736893035,10360.3315384615,0,0,10378.6099999999,10378.6099999999,10257.779,0,0,10197.47,10464.4,0,0,-24.2808229824422,-22.7157317786318,-1.5650912038104,10364.4151920067,10340.1343690242,0,0,0,1,1,0,0.0311535113634193,13.7308537272687,-31.2419705242573,-162.861538461538,-389.705550304533,-400.996692685884,11.2911423813512,10348.4275,10333.425,17251.2242587441,17081.913467806,44,8,36,50.5731323185301,50,-95.0031428738745,38.3773266802204,53.5191293892776,62.2170155480879,-46.4808706107223,37.6624615384625,10430.4913977248,0.520635957113122,0.338702919130318,0.33813061270802,0.520635957113113
13,40148,2,10343.82,10501.28,10343.44,10471.58,190220000,872920446.696181,350450000,0.350262398411108,1497998067.37451,9006.80412154349,147.218500733628,3087755.86067756,1036.97352259503,126.466804599999,10531.3695025763,10205.1862117093,10368.2778571428,0,0,10385.5316666666,10385.5316666666,10265.5956666666,0,0,10197.47,10471.58,1,0,-31.0310031142598,-24.3787860457574,-6.65221706850241,10380.9020855441,10349.8710824299,0,0,0,0.197092902256381,0.167816076276786,0.0292768259795953,0.0337296428473779,14.8275561835356,90.6474209184742,-97.8078571428559,-385.268686570641,-398.745903249343,13.4772166787014,10351.2625,10336.26,17251.2242587441,17081.913467806,56,8,48,60.2983739177975,44.4677088415845,-94.464991997404,42.6870539945303,91.0010907768753,62.4246218981359,-8.99890922312466,35.1578571428563,10431.1302860874,2.68801967546852,1.22515186315108,1.21770761824144,1.75216640139301
14,40149,1,10470.44,10513.52,10421.47,10452.68,159500000,821578947.510958,190950000,0.309832200412174,853348343.463879,2604.81300940438,322.760965638682,2042604.68107025,1035.10190440779,123.025124139999,10536.9955646537,10210.8137686796,10373.9046666666,0,0,10390.5346666666,10390.5346666666,10269.0116666666,0,0,10197.47,10471.58,0,0,-34.4582838088244,-26.3946855983708,-8.06359821045362,10391.9448416142,10357.4865578054,0,0,0,1.0892793589199,0.890158777539234,0.199120581380665,0.0366933556737177,15.8538737543652,104.876434580831,33.0553333333336,-381.092439023868,-396.143720090801,15.0512810669332,10357.3825,10342.38,17251.2242587441,17081.913467806,56,8,48,58.4513824788984,48.065782260432,-93.9774141853291,55.0391531665058,82.225078882786,75.5817663496463,-17.7749211172139,39.6036666666641,10431.2647310445,1.77411549812229,-0.18048852226693,-0.180651599053049,1.56851541988056
15,40150,1,10455.63,10507.63,10350.05,10366.15,243970000,627461936.468948,-53020000,0.216690473490999,-2284376291.31669,-2496.72291675209,422.711598151988,-2307526.22133769,1035.10190440779,126.480611725999,10531.3767030866,10215.4632969133,10373.4199999999,0,0,10390.6933333333,10390.6933333333,10260.6683333333,0,0,10197.47,10471.58,0,0,-29.84811017854,-27.0853705144047,-2.76273966413537,10387.9764044428,10358.1282942643,0,24.1693323515566,23.4016553400207,1.09090233472822,0.882354622578948,0.208547712149276,0.0380771855633801,16.9214581771749,44.6778274494201,64.0000000000018,-369.010216639524,-392.193696341135,23.1834797016116,10357.3825,10342.38,17251.2242587441,17081.913467806,56,8,48,50.7820265582482,46.866932875058,-93.5355856428089,48.1454836570793,54.160316028492,75.7954952293844,-45.8396839715079,30.8096874999992,10430.3959911987,-0.392141413054335,-0.827825973817242,-0.831271481412265,0.727704868014211
16,40151,2,10368.57,10516.7,10311.81,10388.9,460660000,513449204.759249,407640000,0.15297981263981,-460891821.128598,-648.704174445326,364.630641372411,-1008662.71881455,1035.10190440779,134.321550553399,10527.7441505578,10220.9170259127,10374.3305882352,0,0,10397.4776666666,10397.4776666666,10263.8856666666,0,0,10197.47,10471.58,0,0,-27.7108161926662,-27.210459650057,-0.500356542609225,10388.118496067,10360.4076798743,0,21.4973075832272,22.8778508148771,1.05432308051747,0.874591816220856,0.179731264296619,0.0386998541153547,18.0698609172545,40.9932699334025,51.979411764707,-356.043012502345,-386.787419535221,30.744407032876,10358.9725,10343.97,17251.2242587441,17081.913467806,56,8,48,52.544998802457,36.158597498879,-93.0943680212225,44.3371582331169,55.228586442459,63.8713271179123,-44.7714135575409,42.3588823529407,10429.8211977345,-0.464865838492658,0.21946431413784,0.219223842979943,0.948766234649589
17,40154,1,10386.86,10443.16,10360.18,10390.11,196580000,458677818.883136,604220000,0.129099557793108,-361069875.253057,-531.235781869975,-273.110191543682,1033880.07325525,1035.22246320654,129.187395498059,10524.4735552284,10225.9408892159,10375.2072222222,0,0,10406.1739999999,10406.1739999999,10271.388,0,0,10197.47,10471.58,0,0,-25.8170295519648,-26.9317736304385,1.11474407847371,10388.4248812874,10362.6078517355,0,20.5084233531537,21.8254610771754,1.04151628658932,0.983650791843612,0.0578654947457103,0.038733096815555,19.1100610129853,31.2135100451825,-42.7672222222208,-343.262014789005,-380.043441784085,36.7814269950793,10358.9725,10343.97,17251.2242587441,17081.913467806,56,8,48,52.6421621047237,29.0920280177775,-92.6837956058761,42.0591950152724,55.652478542652,55.013793671201,-44.3475214573479,58.0034444444409,10429.111360957,-0.347198577444934,0.0116470463668028,0.0116463681509415,0.960523784259659
18,40155,1,10385.42,10385.65,10249.84,10285.97,221770000,354904286.006321,382450000,0.0940225995931621,-3608792435.93123,-5139.49328132749,-809.436621874552,-2199903.39814746,1035.22246320654,130.295655948253,10521.162536273,10219.8585163585,10370.5105263157,0,0,10394.6689999999,10394.6689999999,10263.858,0,0,10197.47,10471.58,0,0,-15.7316180294546,-24.6917425102418,8.96012448078711,10372.6625918586,10356.9309738291,0,18.9237335779522,26.2172760190945,0.92508032404229,1.01552107647947,-0.0904407524371826,0.036324651466967,20.146595921158,-69.5825443025403,-52.3505263157894,-332.182591324146,-372.123311292804,39.9407199686583,10358.9725,10343.97,17251.2242587441,17081.913467806,56,8,48,44.245506584974,22.9938572782449,-92.3075712366938,40.7617377763304,19.1697320021016,43.3502656624042,-80.8302679978983,39.7738947368397,10421.489560113,-0.449748558907684,-1.00229930193233,-1.00735613952558,-0.0514028408572064
19,40156,1,10282.85,10342.27,10235.63,10337.05,188610000,525049466.051328,571060000,0.132478519320191,-1716936545.08391,-1628.06786490644,-914.198644860407,-1286164.23101375,1040.36336517501,127.930090353428,10516.3974945615,10221.2775054384,10368.8374999999,0,0,10383.5919999999,10383.5919999999,10251.556,0,0,10197.47,10471.58,0,0,-11.7254224715979,-22.098478502513,10.373056030915,10367.1837315727,10355.4583091011,0,17.7977864533247,25.4502081057177,0.922181322868863,1.03831746906873,-0.116136146199873,0.0332814349344314,21.1431323125396,-67.8323343469416,82.1125000000029,-320.818238096614,-363.492150316216,42.6739122196023,10358.9725,10343.97,17251.2242587441,17081.913467806,56,8,48,48.5780153595739,22.8324230512993,-91.8784706596537,42.2673889157161,37.064284463128,37.2954983359605,-62.9357155368719,7.9287499999973,10419.4163534974,0.183075276987364,0.496598765114031,0.495369780515275,0.444940658383896
20,40157,1,10336,10444.6,10335.77,10405.83,195910000,581376066.253477,766970000,0.148064364659855,453295789.928091,5623.70734010517,-169.692335307856,2240168.31806652,1040.36336517501,126.020081318085,10518.4851594472,10230.6468405527,10374.5659999999,0,0,10377.5713333333,10377.5713333333,10240.7063333333,0,0,10197.47,10471.58,0,0,-13.9397658667639,-20.4667359753632,6.52697010859925,10373.1293113307,10359.1895454639,0,22.4766302773163,23.8881173204048,1.03418124895175,0.978872924470285,0.0553083244814671,0.0311796285665779,22.1167520430566,30.962891258539,59.144000000002,-300.916729815366,-353.144386562894,52.2276567475271,10360.0675,10343.97,17251.2242587441,17081.913467806,56,8,48,53.7855625476386,29.5493421319753,-91.3709590683198,40.4347850963007,61.1595726046591,39.1311963566296,-38.8404273953408,-1.12709523809826,10419.2297595613,-0.431731086647632,0.665373583372441,0.663169743788216,1.11327475935891
21,40158,2,10403.41,10484.05,10400.08,10471.5,179970000,707550103.409607,946940000,0.209852860305701,2076914948.50979,2420.60543423898,77.0222511521436,2439303.42186742,1046.92897908481,121.815073186277,10513.0410608011,10263.4939391988,10388.2674999999,0,0,10389.6456666666,10389.6456666666,10266.4816666666,0,0,10270.47,10471.58,0,0,-20.7544250411338,-20.5242737885173,-0.230151252616444,10388.2632634337,10367.5088383925,0,23.6657261335448,22.7289287070995,1.06098921532168,0.911274790051231,0.149714425270449,0.0309779807610029,23.0442093103805,94.1310864693343,76.1325000000015,-279.273958599203,-340.874209706746,61.6002511075428,10360.0675,10343.97,17251.2242587441,17081.913467806,56,8,48,58.1440073834571,36.3525469997789,-90.792353589148,43.6150827695077,84.1653529514799,60.7964033397556,-15.83464704852,0.872318181814989,10422.0445836069,0.362191396924017,0.631088534023716,0.629105509057303,1.75138904274112
22,40161,2,10471.28,10514.66,10471.28,10501.05,154360000,765052583.815318,1101300000,0.208998731912346,2431832527.29409,1430.59011401916,-512.813689428615,1571365.50811034,1049.88335537589,113.971565867649,10521.474346673,10278.1186533269,10399.7964999999,0,0,10406.7963333333,10406.7963333333,10289.3993333333,0,0,10285.97,10501.05,1,0,-28.2142927698696,-22.0622775847878,-6.15201518508182,10405.6150690592,10377.4007762894,0,24.898534602743,22.1314370096429,1.08071673582959,0.978603468540861,0.102113267288733,0.0325536746025185,23.8874297533243,148.20847276737,-89.8764999999966,-257.679611020378,-326.697645756717,69.0180347363385,10360.0675,10343.97,17251.2242587441,17081.913467806,92,8,84,59.973282436508,35.747994806613,-90.2004651862451,47.9817527430843,94.5174286214743,79.9474513925377,-5.48257137852563,13.6662608695623,10426.1516944922,0.350235082756771,0.282194528004575,0.281797106738146,2.03852589478839
23,40162,2,10499.31,10499.31,10426.69,10452,187560000,708231873.267258,913740000,0.1610276777654,770168166.2521,-1160.38675623799,-591.354664928711,-440490.060875834,1049.88335537589,110.010409280884,10525.8224483534,10278.2745516465,10402.0484999999,0,0,10408.853,10408.853,10299.978,0,0,10285.97,10501.05,0,0,-29.8245675685102,-23.6147355815323,-6.20983198697794,10412.7512122809,10382.9266447124,0,23.7461925518652,23.8824334660849,1.02958367981159,0.961329990956158,0.0682536888554387,0.0342601480885355,24.7167641906542,88.3865448087951,-57.208499999997,-237.785143385927,-310.774612908056,72.9894695221298,10360.0675,10343.97,17251.2242587441,17081.913467806,92,8,84,55.6274151866647,35.4404270748302,-89.6445841296164,48.9972399455592,77.3340339814326,85.3389385181289,-22.6659660185673,38.9554583333319,10426.3528075789,1.37809022766422,-0.467096147528101,-0.468190450544447,1.56190787133936
24,40163,1,10449.81,10509.97,10427.59,10441.12,208310000,568347080.841916,705430000,0.0854415991563751,336370885.358966,228.580673035367,-722.743983618065,-1092925.6414602,1049.88335537589,107.247368352795,10526.229230616,10278.2377693839,10402.2334999999,0,0,10408.5533333333,10408.5533333333,10300.6453333333,0,0,10285.97,10501.05,0,0,-29.8783775381743,-24.8674639728607,-5.01091356531366,10417.1156411607,10387.2372636226,0,23.1807295824077,22.6327172355827,0.992979387433582,0.97192953030185,0.021049857131732,0.0357074673920552,25.5556239458341,82.1750875958231,69.3465000000032,-217.878370034516,-293.9821855075,76.103815472984,10360.0675,10343.97,17251.2242587441,17081.913467806,92,8,84,54.6808972759852,37.1682319491502,-89.1183925550505,46.8651300246928,73.5225083201962,81.7913236410344,-26.4774916798037,71.2293999999983,10426.4443463407,0.930705549820013,-0.104094910065055,-0.104149126444141,1.45618709468033
25,40164,1,10439.99,10440.06,10307.96,10308.26,198860000,370390305.671594,506570000,0.00185010393879556,-3486044898.26375,-6295.44252237759,153.781379450815,-2747271.67005398,1036.52391667628,109.838631517516,10526.276570744,10266.3854292559,10396.3309999999,0,0,10402.9683333333,10402.9683333333,10297.6083333333,0,0,10285.97,10501.05,0,0,-18.9815234968773,-23.690275877664,4.7087523807867,10400.3686194437,10381.3870959468,0,21.2454837529955,28.2434656495199,1.04425314455389,1.00312862404261,0.041124520511284,0.0343414170048267,25.4818708885507,-58.375849785358,56.3490000000038,-206.812714678134,-277.40104130481,70.588326626676,10359.5575,10343.97,17251.2242587441,17081.913467806,88,4,84,44.6825551713889,36.3222195184317,-88.63110559781,43.3832984834704,25.8405379442845,58.8990267486378,-74.1594620557154,68.2313461538451,10424.4607036413,-1.55965002416063,-1.27246885391606,-1.28063407942349,0.165188713529729
26,40165,1,10309.39,10372.35,10263.9,10328.89,480080000,465698027.202248,986650000,0.0281944529840033,-1573174141.36899,-1262.44131186468,153.757577326067,-1569643.76747908,1036.52391667628,109.699768365764,10526.4568808118,10265.8501191881,10396.1534999999,0,0,10394.5593333333,10394.5593333333,10298.8433333333,0,0,10285.97,10501.05,0,0,-11.8734865870665,-21.3269180195445,9.45343143247803,10389.37190876,10377.498422173,0,19.795957748647,29.0883642643159,0.995782544172298,0.990315706693386,0.00546683747891196,0.0314739555388572,25.3444653236317,-95.1420330383291,-30.003499999997,-195.196986017291,-260.949371441286,65.7523854239947,10359.5575,10343.97,10294.055,10294.055,84,4,80,46.3237648527131,33.4905248953034,-88.1335015860459,39.7284394849256,33.180346532892,44.1811309324576,-66.8196534671079,45.7325555555526,10422.790334166,-1.1842895793232,0.200130768917339,0.199930774083689,0.365650075889623
27,40168,1,10330.1,10458.05,10329.8,10414.14,164470000,517546152.738311,1151120000,0.0241123579722306,654574664.540864,5910.71319997562,-67.3917742144941,2318249.00373797,1045.07891763927,111.645791529188,10526.391549243,10275.5134507569,10400.9524999999,0,0,10394.844,10394.844,10294.601,0,0,10285.97,10501.05,0,0,-12.9697712122906,-19.6554886580937,6.68571744580311,10393.1823843354,10380.2126131231,7.47443220057187,23.5421046678298,26.7477502080966,0.985911762806018,1.02264711581939,-0.0367353530133727,0.0292716292868416,25.2634977597315,0.219088732822562,-12.0524999999979,-182.911221393163,-244.363663671177,61.4524422780142,10364.755,10343.97,10256.605,10256.605,80,64,16,52.584204625389,32.9473043047767,-87.5153895202986,39.814820138381,63.5108691784961,40.8439178852242,-36.4891308215038,25.3421071428565,10422.7234464004,0.462949118042858,0.82535490260811,0.821967475133966,1.1940228893255
28,40169,1,10414.67,10479.82,10414.59,10464.93,135080000,590956945.318414,1286200000,0.0205465664407311,1541165883.89218,2572.88599348535,-69.6722753515672,2016249.47120063,1050.17579152678,107.049212376269,10528.3467042146,10274.9562957853,10401.6514999999,0,0,10409.4399999999,10409.4399999999,10316.255,0,0,10285.97,10501.05,0,0,-17.7325039390361,-19.2708917142822,1.53838777524606,10404.220479053,10386.487975114,7.18140685814798,23.9474262653648,25.6188391011013,0.989814224599632,1.01648124174459,-0.02666701714496,0.0285093902454997,25.0470151527068,70.4195906830915,-11.5414999999957,-170.103828320632,-227.617618140512,57.5137898198798,10381.6274999999,10343.97,10256.605,10256.605,76,60,16,55.8854171240655,32.4321423970426,-86.8385602553027,44.513299747517,81.5811007933966,59.4241055015949,-18.4188992066033,19.8045172413785,10425.4765169308,0.731838789477236,0.487702297069181,0.486516882051546,1.68754846345344
29,40170,1,10464.32,10492.06,10437.8,10466.44,112460000,597216237.614769,1398660000,-0.000149060485815191,1345258557.62187,855.200515738906,169.750826969218,675015.28016641,1050.32732292214,101.770291138642,10532.4194164097,10274.1565835902,10403.2879999999,0,0,10425.4849999999,10425.4849999999,10337.538,0,0,10285.97,10501.05,0,0,-21.3823657170942,-19.6931865148446,-1.68917920224957,10413.7927130449,10392.4103473278,6.78525084689574,23.8971441331227,24.6916796089151,1.0557878187548,1.00489985265191,0.05088796610289,0.0287161189578439,24.8703999852426,80.2726778295514,-117.317999999997,-157.414567426226,-211.672933430608,54.2583660043813,10381.6274999999,10343.97,10302.74,10302.74,72,56,15.9999999999999,55.9835351987344,37.4815100897842,-86.1897773853474,45.421591965884,82.1183335112249,75.7367678277059,-17.881666488775,16.2236666666649,10427.3843639574,0.734640922954616,0.0144291457276901,0.0144281048266137,1.70222110800815
