,Date,Open,High,Low,Close,Volume,SP_Close,NYSE_Close,NASDAQ_Close,RUSS_Close,FTSE_Close,N225_Close,GOLD_Close,USDCNY_Close,USDEUR_Close,USDGBP_Close,USDJPY_Close,Signal
26,12/18/09,10386.2794180498,10442.43655689416,10353.209687814478,10413.938821664206,445091964.99173737,1124.832217,7254.174701,2292.839345,627.6624251,5332.151146,9800.720762,1109.399164,6.794651856,0.694704649,0.617170808,88.51995049,1
27,12/21/09,10387.872910745686,10454.359212936655,10333.685114994647,10447.846710110422,117180853.88062626,1131.016294,7277.360159,2304.631841,630.8441339,5393.325749,9792.2431,1091.710762,6.78065192,0.696616422,0.620164547,89.24780562,2
28,12/22/09,10445.499657093627,10439.380908377114,10422.332029558613,10428.642602098025,118397684.33658019,1128.951978,7281.466175,2305.133108,632.8051343,5419.517416,10090.6175,1085.691919,6.779999954,0.693960803,0.621782261,89.25385263,1
29,12/23/09,10442.615637615983,10428.562909262464,10421.196482856532,10427.372000061727,93327790.57828008,1131.048086,7300.600039,2329.558743,640.4977992,5444.366821,,1089.529547,6.779512262,0.689150012,0.621535723,89.02701973,1
30,12/24/09,10428.051804061313,10516.315906163745,10482.60643416242,10574.311645922728,-132751262.09989613,1145.037489,7369.261841,2367.420996,644.5340276,5462.535163,10235.39174,1107.8467,6.796173052,0.687773217,0.621577624,88.96373511,2
31,12/28/09,10541.353796093183,10569.518177080083,10487.734721015011,10541.269547649154,104739424.04441552,1140.518383,7351.537489,2349.872638,638.6553158,,10255.62115,1115.396498,6.787775937,0.688281209,0.618170958,89.23494408,1
32,12/29/09,10531.452153773573,10536.913263401464,10522.182999014125,10534.18759545792,98803965.87708484,1140.608525,7336.78096,2364.969345,640.6158736,5471.313712,10272.4206,1104.017204,6.792917369,0.690006957,0.622545039,89.60100327,1
33,12/30/09,10533.888165283091,10564.351364331078,10510.924995472735,10569.477639725295,112859286.81555319,1143.23057,7322.109353,2376.341067,641.8964933,5423.408333,10201.84414,1105.662983,6.791552176,0.691210033,0.614785124,90.16221994,2
34,12/31/09,10566.295628762507,10590.24614963431,10459.213149523199,10536.9731067461,112806927.36446862,1141.658498,7305.64683,2385.095874,640.1216637,5428.053593,,1107.624264,6.80562004,0.69217358,0.611526791,90.64619302,1
35,1/4/10,10560.822897465472,10769.292276239,10562.748018934444,10741.515134191872,237809043.34499097,1163.725054,7457.076135,2434.395808,655.5420621,5510.534964,10187.42335,1126.096818,6.804986044,0.688732875,0.615415082,90.4044599,2
36,1/5/10,10737.36981202944,10617.22448518101,10621.618054348344,10555.70682077886,210977161.98155585,1147.77648,7399.180721,2376.687105,641.6101277,5533.523721,10172.09387,1126.344467,6.802846664,0.691214948,0.621025637,89.58646908,1
37,1/6/10,10574.185699590305,10587.928743702481,10587.147819731255,10570.92572294796,203042611.29541153,1152.977467,7445.162731,2384.532727,646.9839789,5551.246847,10241.24576,1147.22368,6.804352711,0.690521721,0.619937923,90.45967656,1
38,1/7/10,10558.778182990041,10620.155525464323,10480.04104682289,10619.258117812946,249151907.4441499,1159.007046,7459.691097,2391.382776,650.3151033,5549.324008,10174.32218,1137.559739,6.806154976,0.690018303,0.621417795,91.19511545,1
39,1/8/10,10611.443946602258,10673.963250121249,10629.306412028733,10709.228600327331,173998498.85627916,1172.052093,7544.147233,2435.048876,660.4855061,5561.333113,10341.42485,1140.208435,6.797457839,0.681315162,0.614407923,90.85014259,2
40,1/11/10,10722.199267540727,10777.128261188092,10705.921068956577,10751.862774740788,173328467.86911672,1171.420632,7559.990672,2417.485401,658.643368,5560.927337,,1156.149918,6.795497518,0.674922769,0.611664291,90.42082485,2
41,1/12/10,10768.396412295044,10795.397021701596,10714.165601935772,10783.73803370493,232758875.1289662,1164.891924,7490.397056,2396.724104,649.3725225,5502.82317,10561.27634,1130.923864,6.796206386,0.677954798,0.611578244,89.40843233,2
42,1/13/10,10760.4513304004,10766.485808775524,10730.74221105485,10738.532230252078,178918299.6530919,1162.952009,7487.311465,2393.867835,652.9077372,5482.510185,10525.43369,1144.1055,6.79835848,0.677866935,0.606795381,89.81954814,1
43,1/14/10,10728.298187416778,10767.88750864272,10721.06716014737,10761.667254599133,198736865.3901437,1164.058445,7500.898392,2388.678278,655.0513273,5487.384479,10725.98897,1148.707723,6.793430253,0.681136593,0.604626086,89.71778062,2
44,1/15/10,10744.327611940904,10782.795711387298,10605.50489808451,10672.574638397273,360087414.305593,1154.412721,7424.505847,2362.2878,648.2550635,5446.253307,10962.47912,1135.625782,6.805819847,0.689530204,0.606378479,89.55552891,1
45,1/19/10,10661.875208222446,10744.61204604865,10633.686115437322,10750.958733129457,183676701.60085642,1164.094572,7489.649397,2375.136857,654.5575867,5477.92802,10668.80859,1146.643071,6.816846044,0.693683281,0.604944099,90.20320819,2
46,1/20/10,10754.634876217133,10754.573117319125,10583.923313312485,10652.979158096256,182292327.9842119,1155.971814,7389.148627,2358.036746,647.9220135,5395.471671,10625.74648,1116.454337,6.822680916,0.702763858,0.607606449,90.44406866,2
47,1/21/10,10662.365358731518,10658.55878354312,10421.41528763741,10407.138237334855,293265355.87265813,1131.48134,7210.096489,2327.244604,635.6813671,5319.003703,10796.60212,1100.570863,6.823492775,0.704389542,0.609647582,89.54618682,2
48,1/22/10,10416.361662405712,10421.768212493982,10198.974818403234,10189.475563585409,278004253.615022,1107.931553,7068.604824,2278.109424,625.115878,5292.12608,10489.36853,1100.267355,6.822516343,0.701771828,0.612689248,88.65588212,1
49,1/25/10,10173.754026283534,10245.290067296994,10175.781493923378,10189.50940156682,148360207.57695204,1110.35991,7103.513828,2277.985918,630.3415309,5238.321693,10467.9348,1099.721988,6.827174698,0.702733303,0.611631812,89.41035498,2
50,1/26/10,10171.873769532758,10265.014188589597,10150.24573031116,10154.871805285278,188768007.4884173,1102.696338,7046.082616,2255.423838,620.6268784,5236.921913,10191.46613,1097.330692,6.828678117,0.706652256,0.614398842,88.54364985,1
51,1/27/10,10158.485013445996,10192.652851714876,10085.643685158437,10181.680162965667,237609286.8155532,1105.479127,7043.955643,2267.715131,625.859052,5183.267195,10242.28534,1080.903634,6.825314548,0.708427833,0.613834462,88.786049,2
52,1/28/10,10157.98514624812,10177.789531661754,9970.140838766229,10029.106811925383,179016006.6030698,1085.776028,6930.408291,2201.743351,608.9184145,5119.045613,10411.42787,1082.282531,6.819138159,0.710961166,0.616159035,88.93808447,2
53,1/29/10,10053.987948372955,10204.940186818905,9997.730825486015,10034.892672925827,296442292.57031196,1082.842026,6892.000885,2190.910567,608.856542,5188.368011,10085.39802,1074.467216,6.82624989,0.71956185,0.626028693,89.39865114,1
54,2/1/10,10023.273446380921,10139.152161143826,10045.733012294337,10139.055333395061,165761416.076288,1096.878153,6997.620367,2215.059593,612.5489723,5269.146031,10154.311,1097.509809,6.832563629,0.716341679,0.627568928,89.93888639,1
55,2/2/10,10122.55300813391,10283.55892077198,10161.058970683005,10303.961765444641,196426471.41050673,1116.896444,7116.001872,2251.528318,622.9922613,5261.548456,10300.19002,1106.409494,6.830893245,0.715590525,0.627870231,89.90708319,2
56,2/3/10,10275.534092684595,10246.200146978266,10169.682720129662,10185.513474165313,165910353.65928936,1101.805647,7013.200008,2222.258893,612.5310086,5255.763492,10136.86407,1103.904648,6.831968587,0.719572875,0.630863949,90.06766182,2
57,2/4/10,10195.336279492918,10183.132338213327,9927.45049790744,9898.077356414096,254953709.12631017,1063.707228,6741.38745,2144.930062,590.3742799,5138.106834,10104.2034,1058.720048,6.838486599,0.727377854,0.636447026,88.45389729,1
58,2/5/10,9914.565960767819,9970.824551582073,9790.877925972956,9972.750888950615,289727396.59864306,1074.917276,6778.596002,2189.384002,601.3899772,5061.662257,9793.10905,1060.476879,6.84324145,0.7314392,0.640085723,88.33476866,2
59,2/8/10,9976.127603087429,9963.44664100217,9864.668386353656,9839.194687091385,181030876.0143137,1060.441278,6686.515759,2157.425688,590.367175,5075.149735,9753.791907,1058.663076,6.842142561,0.734023709,0.645102923,88.4831428,1
60,2/9/10,9818.881582724436,10058.860297487341,9834.154464264235,9960.101849552653,184437741.8841676,1071.60026,6798.813483,2173.764064,599.5355947,5088.532341,9866.660459,1070.413567,6.837055189,0.727617106,0.640986428,88.90655498,2
61,2/10/10,9968.115473826692,9954.262183277515,9832.253733852549,9876.041035032953,162647564.81466785,1064.118126,6744.389278,2166.552156,596.4748377,5139.816247,9858.87864,1066.46643,6.844407497,0.731685354,0.642146449,89.21324579,1
62,2/11/10,9884.615920927181,10018.877570617045,9863.817562980481,10027.75415145615,167961066.36402595,1079.278233,6849.686232,2209.380978,608.1113406,5174.017019,,1088.546375,6.847615617,0.733660525,0.637915445,88.74087101,1
63,2/12/10,10049.51117103785,10085.73167862944,10046.741516057064,10135.432571110863,243429025.63804102,1092.173394,6908.265342,2249.805963,623.6466571,5124.227799,10085.78442,1082.497736,6.847536322,0.734664884,0.637138052,89.26724473,1
64,2/16/10,10167.994982458831,10252.78224525184,10161.054393436434,10211.427555617283,188017192.9687183,1103.270211,7019.127175,2259.430292,631.6228988,5250.868672,9907.166948,1105.110475,6.84556786,0.726137491,0.63386553,89.51187186,1
65,2/17/10,10225.480250276449,10278.52441435321,10228.001139784377,10301.174217857211,183230729.93197638,1111.503505,7054.042031,2280.528437,635.3660374,5243.467945,10288.38286,1092.222239,6.83634442,0.735886465,0.638268052,90.32153126,1
66,2/18/10,10319.751799634574,10454.178774689644,10428.65021459624,10514.741420159115,148859986.24007732,1128.718259,7144.056763,2316.72799,641.3981356,5269.886155,10408.25414,1088.905082,6.834139014,0.743092854,0.650114868,91.27839259,2
67,2/19/10,10488.72957741235,10492.928796823331,10461.565681617047,10438.529715865181,198315059.28124598,1120.705913,7092.665568,2295.34046,636.9165686,5264.088492,10399.02539,1102.106287,6.842387625,0.734454948,0.649183479,90.68319921,2
68,2/22/10,10401.377789010405,10372.461010192079,10303.37082105928,10275.406595015247,141348065.03600472,1103.692522,7006.763541,2246.210155,626.3416416,5285.256217,10520.62307,1097.358728,6.836662219,0.737227085,0.647116812,90.38764558,2
69,2/23/10,10280.218090028553,10285.692842861401,10121.806828142058,10136.042053182577,167653629.44503525,1087.779074,6894.414723,2212.270531,619.5788483,5230.659171,10427.63748,1080.524502,6.836140189,0.740753025,0.648948864,89.32890691,1
70,2/24/10,10156.846553950643,10262.185158045111,10153.63475642891,10228.429401566818,157207423.15906802,1098.787374,6959.816206,2230.403617,624.4294725,5257.60571,10313.32659,1073.272939,6.836276193,0.739544542,0.648635252,89.56454131,2
71,2/25/10,10189.891033808988,10181.637389120808,10008.21687683617,10087.970304621267,211591194.7394133,1089.474518,6907.914289,2211.304896,620.777299,5219.465123,10282.6283,1079.261615,6.836026108,0.739803004,0.656865851,88.71994494,2
72,2/26/10,10101.486908089642,10102.554799479374,10025.417979093807,10084.471592801878,254234284.60218444,1089.134983,6925.676887,2205.117795,615.8329563,5286.829585,10225.87343,1089.435895,6.838913587,0.733896016,0.655973928,88.02102079,1
73,3/1/10,10098.252051958612,10195.651864552414,10073.74820485742,10172.417431668635,171365842.81378248,1100.357852,6985.63629,2240.524763,628.5764977,5329.123897,10170.33628,1091.343052,6.832963907,0.736600397,0.667036235,88.82532699,1
74,3/2/10,10180.301171037849,10216.984750785261,10165.750015393054,10168.40134047784,209508162.4242296,1102.89501,7021.510234,2247.198915,632.4943818,5412.757848,10169.39338,1106.40387,6.83862801,0.733237234,0.665665146,88.38493319,2
75,3/3/10,10151.89052030744,10199.400766721516,10082.731042396153,10111.749556502631,179152863.61944872,1100.681916,7038.987042,2239.095241,633.2786093,5467.151146,10217.03548,1110.69531,6.842259548,0.729196337,0.663503223,88.00957507,1
76,3/4/10,10098.115150674857,10148.664277124348,10062.962286309388,10130.760813696077,164032872.4729237,1100.72354,7034.878361,2238.053661,636.0687598,5434.479607,10035.80923,1100.442687,6.833768309,0.733001999,0.665863415,88.65192998,1
77,3/5/10,10129.569143592076,10224.589744145156,10104.743153949936,10202.113363496876,180640836.17367625,1111.258998,7131.327711,2256.587092,646.0126155,5513.891688,10270.40902,1099.062429,6.835218309,0.730298858,0.659903201,89.57018874,2
78,3/8/10,10203.315363158259,10215.786919886634,10190.23463248026,10181.01743609537,169756418.28965676,1109.400623,7127.038264,2257.059849,647.6472281,5539.895326,10554.16499,1080.171646,6.832203352,0.730809649,0.664188308,89.45078832,1
79,3/9/10,10159.867594233954,10245.057234184997,10172.890701537366,10233.746944727507,200853996.8642473,1114.567343,7146.596011,2274.692479,651.3158691,5543.744797,10526.51992,1075.877859,6.832187198,0.730555974,0.664019569,89.19247443,1
80,3/10/10,10220.329980245464,10268.71396282599,10224.341392108416,10279.581557387977,175028574.1108166,1123.277985,7198.066892,2303.119362,656.5325624,5580.077557,10363.00249,1064.452818,6.834845082,0.727855333,0.665895359,89.25614152,1
81,3/11/10,10288.127629647854,10347.727725552859,10276.693335446174,10366.232265665978,146237117.7141809,1129.148401,7230.728609,2311.737866,657.9565774,5582.367614,10405.61115,1062.173827,6.840650916,0.726785076,0.661747005,89.31676203,2
82,3/12/10,10382.3505867085,10389.74510492426,10349.655814419171,10348.744195723524,182266737.01475638,1127.349521,7237.645183,2308.237362,657.6973742,5596.675948,10588.52303,1052.088444,6.828552048,0.721525055,0.653595979,88.889599,1
83,3/15/10,10344.20408383112,10411.944803906112,10324.616035756047,10438.33547505066,178682319.1307369,1136.982659,7275.842337,2326.588136,663.4262587,5575.874493,10616.75605,1058.128965,6.831896706,0.723265076,0.658754654,88.95860327,1
84,3/16/10,10456.164203353035,10555.157840648033,10451.954012737011,10529.476962434459,233863182.34454834,1149.873168,7375.165745,2349.448579,668.6214424,5611.71186,10693.03942,1074.97316,6.831407283,0.717751657,0.650146385,88.75416182,1
85,3/17/10,10540.755066566844,10594.342617097787,10570.585920660871,10555.359012013918,193130517.44857666,1153.954284,7408.416967,2360.458065,672.6817036,5631.574316,10850.89091,1067.547292,6.832933587,0.721363516,0.648260787,88.96679601,2
86,3/18/10,10564.364637173308,10576.60072245414,10557.24056873524,10556.45460741011,101855900.36136992,1145.369286,7353.306153,2332.334126,663.6669316,5621.758575,10567.21052,1073.335321,6.843074185,0.727888944,0.650988287,89.28114494,2
87,3/19/10,10561.87777573019,10582.976149634307,10445.695013179684,10492.172819008163,430009193.85406584,1133.033235,7261.67756,2296.687968,653.2860108,5615.334876,10661.8701,1048.797232,6.824556706,0.732870824,0.664172539,89.37712977,1
88,3/22/10,10480.876974490704,10558.894812759585,10435.96850144883,10545.174656104224,105185988.89611983,1139.789419,7296.754692,2320.920443,663.3300657,5605.302755,,1041.75878,6.830222817,0.732329606,0.65881021,89.08295092,1
89,3/23/10,10537.381396801462,10623.109354592254,10549.001856915851,10622.187166064383,185260437.76730174,1142.11756,7312.033899,2324.657415,665.5776752,5621.732209,10634.0424,1042.94864,6.829844206,0.741722533,0.66547912,89.35724451,2
90,3/24/10,10612.186248505755,10608.335003109298,10541.829404503278,10553.522053182578,174500667.9576515,1136.4286,7249.492438,2307.260451,659.2206899,5637.879916,10620.93585,1027.434539,6.842461471,0.74951826,0.672158799,91.0927302,2
91,3/25/10,10558.186248505755,10650.191244809164,10491.641569177915,10511.248520646055,69407923.38040492,1130.093332,7194.71463,2299.981067,649.7585827,5668.282407,10650.92193,1036.169561,6.841762582,0.750750824,0.675305445,91.92186673,1
92,3/26/10,10511.34834235259,10607.698154946393,10509.766606805184,10577.155855750085,179739494.87221545,1138.245851,7246.139163,2318.498065,656.1694858,5652.675926,10868.01902,1053.910565,6.849176386,0.74834014,0.672763436,92.02101118,1
93,3/29/10,10573.137501272466,10648.80050997074,10562.099856030503,10643.37065433353,139213554.19049785,1147.893465,7320.801226,2335.827698,663.5055593,5685.236221,10759.45312,1056.272824,6.844791386,0.742564051,0.667622987,92.19802549,1
94,3/30/10,10653.222282148961,10677.67554759801,10624.607824157993,10684.56174773769,155381854.32329997,1150.064417,7329.833496,2352.128579,669.1695433,5664.257407,10863.1942,1053.079358,6.84044692,0.745801465,0.663818244,92.5891099,1
95,3/31/10,10721.59300813391,10760.242515282827,10705.413596623686,10766.698175360532,182720774.19935134,1160.657387,7379.553638,2383.60421,673.5162144,5684.69559,10936.31075,1059.982176,6.845066129,0.740517769,0.659735295,93.21929152,1
96,4/1/10,10763.965000165781,10873.582714486012,10785.309616986679,10884.568463098469,156594089.82573467,1175.742934,7484.825373,2409.237871,681.8644836,5750.942835,11107.24321,1075.218013,6.845055659,0.736670333,0.655886599,93.39159857,2
97,4/5/10,10852.783490648299,10845.98635769097,10811.733755986235,10789.489596343268,130152863.61944872,1169.314359,7482.730323,2385.049407,683.0849705,,11241.90844,1077.221351,6.848338394,0.741481892,0.655093137,93.69052785,1
98,4/6/10,10780.089993525677,10782.322378053963,10775.450812205803,10821.51934401923,144285887.08115745,1176.904629,7498.989796,2418.314064,690.4542578,5764.979387,11302.94754,1079.141097,6.857266023,0.746084093,0.655104077,93.05692464,2
99,4/7/10,10808.429533144978,10833.175025242985,10675.81228630939,10744.807042115734,194624351.00324687,1169.032619,7423.598512,2413.974073,684.0221197,5738.792063,11275.75345,1098.291824,6.857954676,0.748642598,0.65776006,92.47152998,2
100,4/8/10,10725.750236996239,10761.991922100002,10650.645513401023,10715.25831701613,157196745.86823136,1166.344678,7422.981743,2402.27336,681.9757275,5694.011904,11187.37484,1097.685809,6.851009634,0.74955826,0.656827282,92.4473896,1
101,4/9/10,10708.007580953743,10797.153914131874,10773.695207956136,10829.90584689661,136561911.8708874,1180.620074,7511.386918,2446.10417,691.6954265,5741.644753,11275.99325,1110.080653,6.853831279,0.74174091,0.654238158,92.10700541,1
102,4/12/10,10832.912308709385,10882.371284649804,10823.14897953648,10843.480127551766,160148773.31400383,1185.082934,7543.730252,2452.934524,699.2791139,5730.553196,11283.14393,1114.212506,6.853590446,0.736646016,0.652204868,92.09222549,2
103,4/13/10,10883.794637173307,10865.47916866928,10811.031493923378,10816.282146144065,202385395.71329555,1178.955391,7510.486068,2428.771115,696.0630803,5685.874823,11300.20033,1112.912774,6.850531856,0.736650674,0.653061342,92.42393191,1
104,4/14/10,10811.887970506641,10885.676348837495,10793.99659352497,10895.553589260488,239501632.98642525,1193.067803,7606.650061,2474.803993,714.8333105,5723.836155,11330.05171,1116.94424,6.851838565,0.733255119,0.647996064,92.73946673,1
105,4/15/10,10905.591684539399,10955.384848173486,10930.576832568797,10999.121437866064,217093239.89213574,1202.381769,7628.134705,2511.69293,720.0753822,5758.785251,11352.75096,1112.37456,6.854498052,0.737449115,0.648243073,92.4716037,2
106,4/16/10,11002.676407868305,10999.007743259806,10826.776332347457,10920.77076057523,386343864.06212246,1188.098144,7518.973173,2485.578114,715.576967,5660.76164,11228.44198,1093.029365,6.856111621,0.741477256,0.653533158,91.91044772,2
107,4/19/10,10905.944836376495,10955.467393547544,10834.250617429352,10929.179498955042,235212323.55747437,1186.399454,7489.348866,2469.562076,708.8647182,5648.763029,10988.56574,1089.660131,6.85415442,0.741371294,0.655707133,92.56076631,1
108,4/20/10,10942.848213977204,10998.093945119037,10912.701215038915,10947.109985896168,188148180.13117957,1194.840579,7549.868915,2485.732598,711.9931069,5705.770568,10944.47423,1093.789572,6.858777625,0.745019072,0.65616662,93.00302934,2
109,4/21/10,10934.771485336212,10963.439252777292,10870.90763823502,10921.02298722419,204495856.09399498,1191.336258,7518.553209,2486.002142,717.7903357,5659.017989,11033.39399,1099.505113,6.862320916,0.747797576,0.654688543,92.87322272,1
110,4/22/10,10887.219165725764,10966.699075707793,10820.820103927803,10973.293531712901,202118149.14401713,1196.230778,7524.092571,2510.041859,728.8739169,5583.141049,10871.82438,1101.518061,6.856635104,0.756108901,0.65719615,93.47628618,2
111,4/23/10,10956.482299855912,10994.94703055507,10880.559289408104,10954.361769871379,223028901.68939117,1194.921871,7536.065497,2494.169566,729.7335008,5634.911045,10858.46786,1130.914568,6.869047454,0.750031721,0.657002411,93.56635092,2
112,4/26/10,10942.189541998452,10984.474095628111,10871.729515171715,10910.151092580543,191323594.0311353,1183.912438,7479.976214,2464.136994,720.3108758,5651.93492,11184.30253,1131.977078,6.86531098,0.750052961,0.655495146,93.65785947,2
113,4/27/10,10907.212822210935,10970.940749014566,10666.853689585176,10727.835058937337,268959317.80271566,1157.928162,7277.613452,2415.836653,705.327144,5501.075859,11139.78453,1143.260871,6.858714783,0.761407469,0.663808757,92.69925156,1
114,4/28/10,10730.110958554451,10804.706415238561,10664.467226548431,10752.338317016132,229179924.2657524,1163.332332,7298.186476,2410.621492,704.2066615,5459.487147,10728.65203,1140.140278,6.85420598,0.760450311,0.666390701,93.4336537,1
115,4/29/10,10761.983632303894,10950.413697221738,10748.069453197391,10901.674204577,169963589.6043978,1181.035705,7390.827135,2461.95683,722.1262543,5477.71768,,1133.95022,6.863936728,0.75985826,0.66225162,93.41410434,2
116,4/30/10,10881.764964751881,10901.175565304962,10673.854592639624,10676.748246188332,257464213.77438453,1153.9364,7241.22436,2394.890841,698.2020046,5428.123897,10784.40112,1145.649225,6.853660403,0.75744358,0.665145808,93.43417485,1
117,5/3/10,10647.951711099824,10842.434848173485,10680.725699323997,10825.570950924941,140752854.76597375,1170.15559,7293.026144,2439.413324,709.6533326,,,1148.867029,6.850119292,0.764409692,0.668365701,94.29298148,2
118,5/4/10,10839.228293658478,10874.34934573878,10565.479802909655,10633.105253713786,234608658.21882898,1144.403593,7107.075639,2377.963143,692.7196186,5288.433972,,1137.464684,6.850887668,0.780844029,0.672976663,94.37054836,2
