Date,Open,High,Low,Close,Volume,volume_adi,volume_obv,volume_cmf,volume_fi,volume_em,volume_sma_em,volume_vpt,volume_nvi,volatility_atr,volatility_bbh,volatility_bbl,volatility_bbm,volatility_bbhi,volatility_bbli,volatility_kcc,volatility_kch,volatility_kcl,volatility_kchi,volatility_kcli,volatility_dcl,volatility_dch,volatility_dchi,volatility_dcli,trend_macd,trend_macd_signal,trend_macd_diff,trend_ema_fast,trend_ema_slow,trend_adx,trend_adx_pos,trend_adx_neg,trend_vortex_ind_pos,trend_vortex_ind_neg,trend_vortex_ind_diff,trend_trix,trend_mass_index,trend_cci,trend_dpo,trend_kst,trend_kst_sig,trend_kst_diff,trend_ichimoku_a,trend_ichimoku_b,trend_visual_ichimoku_a,trend_visual_ichimoku_b,trend_aroon_up,trend_aroon_down,trend_aroon_ind,momentum_rsi,momentum_mfi,momentum_tsi,momentum_uo,momentum_stoch,momentum_stoch_signal,momentum_wr,momentum_ao,momentum_kama,momentum_roc,others_dr,others_dlr,others_cr,Signal
2009-11-25,10432.96,10481.48,10420.94,10464.4,130080000,654518379.7141645,66940000,0.3359778141338558,-1253863518.9376926,2068.031134686333,1273.594207545383,112497.10158432393,1024.4227877246774,113.4473999999996,10535.198952649542,10197.446501895909,10366.322727272725,0.0,0.0,10361.699,10361.699,10246.665,0.0,0.0,10197.47,10464.4,1.0,0.0,-36.38469631004955,-20.851473902122788,-15.533222407926758,10378.529648339987,10342.14495202994,0.0,0.0,0.0,1.0,1.0,0.0,0.027404086390010768,11.5410590248067,105.14853976752535,6994.7601463362025,-398.4986868859065,-404.6496457270343,6.1509588411277605,10338.6225,10333.425,17251.2242587441,17081.913467806058,44.0,8.0,36.0,65.16685690137588,50.0,-95.73771142225631,44.62515419739064,90.37827172673157,85.8422994317187,-9.621728273268447,32.711090909091574,10435.3198496137,0.0,0.2941427354220094,0.293710982118256,1.6823984623845822,2.0
2009-11-27,10452.23,10452.23,10231.25,10309.92,130290000,616996180.4201112,-63350000,0.29686256208897804,-3950054330.518014,-18566.797605341937,-530.0777754443734,-1540776.4769592432,1024.4227877246774,125.4176599999996,10526.287721611407,10196.957278388592,10361.6225,0.0,0.0,10371.800666666666,10371.800666666666,10249.708666666667,0.0,0.0,10197.47,10464.4,0.0,0.0,-28.21639927990509,-22.32445897767925,-5.891940302225842,10367.974317826143,10339.75791854624,0.0,0.0,0.0,1.0,1.0,0.0,0.029957609008907943,12.668124280993734,-24.687918926564983,-70.36249999999927,-394.0466035952712,-402.94122396681223,8.89462037154101,10348.4275,10333.425,17251.2242587441,17081.913467806058,44.0,8.0,36.0,47.26837877413094,50.0,-95.37904523404902,37.93319847616559,42.75364552825476,71.34959048822822,-57.24635447174524,33.60641666666561,10432.027799597554,0.0,-1.4762432628722122,-1.4872481742004953,0.1813189055567488,1.0
2009-11-30,10309.77,10364.34,10263.29,10344.84,223580000,754286027.0306993,160230000,0.3276697902364928,-2270416054.729724,-1262.1080821182154,-591.0803010005269,-1166125.3606046466,1024.4227877246774,122.98089399999957,10518.789387619488,10201.873689303588,10360.331538461538,0.0,0.0,10378.61,10378.61,10257.779,0.0,0.0,10197.47,10464.4,0.0,0.0,-24.28082298244226,-22.71573177863185,-1.5650912038104074,10364.415192006738,10340.134369024296,0.0,0.0,0.0,1.0,1.0,0.0,0.031153511363419394,13.730853727268784,-31.241970524257376,-162.86153846153866,-389.70555030453346,-400.9966926858848,11.291142381351278,10348.4275,10333.425,17251.2242587441,17081.913467806058,44.0,8.0,36.0,50.57313231853018,50.0,-95.00314287387457,38.377326680220435,53.51912938927766,62.21701554808798,-46.48087061072234,37.662461538462594,10430.49139772486,0.5206359571131225,0.3387029191303181,0.3381306127080208,0.5206359571131136,1.0
2009-12-01,10343.82,10501.28,10343.44,10471.58,190220000,872920446.6961815,350450000,0.3502623984111089,1497998067.3745158,9006.804121543491,147.2185007336283,3087755.860677569,1036.9735225950303,126.46680459999962,10531.369502576348,10205.186211709362,10368.277857142857,0.0,0.0,10385.531666666666,10385.531666666666,10265.595666666668,0.0,0.0,10197.47,10471.58,1.0,0.0,-31.031003114259878,-24.37878604575745,-6.6522170685024165,10380.902085544163,10349.871082429903,0.0,0.0,0.0,0.19709290225638185,0.16781607627678652,0.029276825979595324,0.03372964284737792,14.827556183535647,90.64742091847427,-97.80785714285594,-385.2686865706419,-398.7459032493433,13.477216678701494,10351.2625,10336.26,17251.2242587441,17081.913467806058,56.00000000000001,8.0,48.00000000000001,60.298373917797505,44.4677088415845,-94.46499199740408,42.687053994530295,91.0010907768753,62.42462189813591,-8.998909223124667,35.1578571428563,10431.130286087444,2.6880196754685293,1.225151863151086,1.217707618241448,1.7521664013930185,2.0
2009-12-02,10470.44,10513.52,10421.47,10452.68,159500000,821578947.5109581,190950000,0.3098322004121741,853348343.4638791,2604.8130094043804,322.76096563868197,2042604.6810702563,1035.1019044077993,123.02512413999979,10536.995564653716,10210.813768679614,10373.904666666664,0.0,0.0,10390.534666666665,10390.534666666665,10269.011666666667,0.0,0.0,10197.47,10471.58,0.0,0.0,-34.45828380882449,-26.39468559837087,-8.063598210453621,10391.944841614291,10357.486557805467,0.0,0.0,0.0,1.0892793589199001,0.8901587775392347,0.19912058138066524,0.03669335567371772,15.853873754365205,104.87643458083122,33.05533333333369,-381.09243902386834,-396.1437200908015,15.0512810669332,10357.3825,10342.38,17251.2242587441,17081.913467806058,56.00000000000001,8.0,48.00000000000001,58.45138247889845,48.06578226043207,-93.97741418532914,55.03915316650584,82.22507888278602,75.58176634964633,-17.774921117213985,39.60366666666414,10431.264731044586,1.774115498122296,-0.18048852226693055,-0.18065159905304995,1.5685154198805673,2.0
2009-12-03,10455.63,10507.63,10350.05,10366.15,243970000,627461936.4689487,-53020000,0.21669047349099996,-2284376291.3166976,-2496.7229167521004,422.7115981519882,-2307526.221337696,1035.1019044077993,126.48061172599978,10531.376703086637,10215.46329691336,10373.419999999998,0.0,0.0,10390.693333333333,10390.693333333333,10260.668333333337,0.0,0.0,10197.47,10471.58,0.0,0.0,-29.84811017854008,-27.085370514404712,-2.7627396641353705,10387.97640444286,10358.12829426432,0.0,24.16933235155668,23.40165534002071,1.0909023347282252,0.8823546225789488,0.2085477121492764,0.038077185563380175,16.921458177174973,44.677827449420136,64.00000000000182,-369.010216639524,-392.1936963411357,23.183479701611642,10357.3825,10342.38,17251.2242587441,17081.913467806058,56.00000000000001,8.0,48.00000000000001,50.782026558248255,46.86693287505803,-93.535585642809,48.14548365707936,54.16031602849206,75.79549522938446,-45.83968397150794,30.8096874999992,10430.395991198782,-0.3921414130543357,-0.8278259738172422,-0.8312714814122657,0.7277048680142117,1.0
2009-12-04,10368.57,10516.7,10311.81,10388.9,460660000,513449204.7592495,407640000,0.15297981263981072,-460891821.12859803,-648.7041744453262,364.630641372412,-1008662.7188145516,1035.1019044077993,134.32155055339993,10527.744150557854,10220.917025912731,10374.330588235292,0.0,0.0,10397.477666666664,10397.477666666664,10263.885666666667,0.0,0.0,10197.47,10471.58,0.0,0.0,-27.710816192666243,-27.210459650057015,-0.5003565426092251,10388.118496067036,10360.40767987437,0.0,21.49730758322726,22.8778508148772,1.0543230805174764,0.8745918162208567,0.17973126429661967,0.038699854115354745,18.069860917254537,40.99326993340257,51.97941176470704,-356.0430125023453,-386.78741953522143,30.744407032876037,10358.9725,10343.97,17251.2242587441,17081.913467806058,56.00000000000001,8.0,48.00000000000001,52.544998802457066,36.15859749887907,-93.09436802122258,44.33715823311693,55.22858644245901,63.87132711791234,-44.771413557540995,42.35888235294078,10429.821197734518,-0.4648658384926586,0.2194643141378405,0.21922384297994316,0.9487662346495896,1.0
2009-12-07,10386.86,10443.16,10360.18,10390.11,196580000,458677818.88313687,604220000,0.12909955779310894,-361069875.25305736,-531.2357818699753,-273.1101915436825,1033880.0732552513,1035.2224632065493,129.18739549805989,10524.473555228482,10225.940889215959,10375.20722222222,0.0,0.0,10406.173999999995,10406.173999999995,10271.388,0.0,0.0,10197.47,10471.58,0.0,0.0,-25.81702955196488,-26.93177363043859,1.1147440784737128,10388.424881287492,10362.607851735529,0.0,20.50842335315378,21.825461077175476,1.041516286589323,0.9836507918436128,0.05786549474571034,0.038733096815555,19.11006101298531,31.213510045182595,-42.76722222222088,-343.26201478900583,-380.04344178408513,36.78142699507936,10358.9725,10343.97,17251.2242587441,17081.913467806058,56.00000000000001,8.0,48.00000000000001,52.64216210472375,29.092028017777533,-92.6837956058761,42.05919501527244,55.652478542652005,55.01379367120101,-44.347521457347995,58.0034444444409,10429.111360957007,-0.3471985774449341,0.011647046366802805,0.011646368150941557,0.9605237842596592,2.0
2009-12-08,10385.42,10385.65,10249.84,10285.97,221770000,354904286.0063215,382450000,0.09402259959316217,-3608792435.931231,-5139.493281327494,-809.4366218745529,-2199903.3981474647,1035.2224632065493,130.29565594825394,10521.162536273026,10219.858516358552,10370.510526315791,0.0,0.0,10394.668999999998,10394.668999999998,10263.858000000002,0.0,0.0,10197.47,10471.58,0.0,0.0,-15.731618029454696,-24.69174251024181,8.960124480787119,10372.662591858647,10356.930973829192,0.0,18.923733577952248,26.21727601909451,0.9250803240422902,1.0155210764794729,-0.09044075243718264,0.03632465146696706,20.146595921158067,-69.58254430254036,-52.35052631578946,-332.18259132414636,-372.1233112928047,39.940719968658364,10358.9725,10343.97,17251.2242587441,17081.913467806058,56.00000000000001,8.0,48.00000000000001,44.245506584974,22.993857278244988,-92.3075712366938,40.761737776330406,19.169732002101664,43.35026566240421,-80.83026799789833,39.77389473683979,10421.489560113005,-0.4497485589076845,-1.00229930193233,-1.0073561395255837,-0.051402840857206485,1.0
2009-12-09,10282.85,10342.27,10235.63,10337.05,188610000,525049466.0513288,571060000,0.13247851932019156,-1716936545.0839148,-1628.0678649064434,-914.1986448604075,-1286164.2310137504,1040.363365175016,127.93009035342865,10516.397494561534,10221.277505438462,10368.837499999998,0.0,0.0,10383.592,10383.592,10251.556000000002,0.0,0.0,10197.47,10471.58,0.0,0.0,-11.725422471597993,-22.09847850251305,10.37305603091506,10367.183731572704,10355.458309101103,0.0,17.797786453324765,25.450208105717785,0.9221813228688638,1.0383174690687376,-0.11613614619987378,0.033281434934431475,21.14313231253965,-67.83233434694161,82.11250000000291,-320.8182380966144,-363.4921503162168,42.67391221960236,10358.9725,10343.97,17251.2242587441,17081.913467806058,56.00000000000001,8.0,48.00000000000001,48.5780153595739,22.832423051299358,-91.87847065965376,42.26738891571613,37.06428446312805,37.295498335960566,-62.93571553687196,7.928749999997307,10419.416353497447,0.1830752769873642,0.4965987651140314,0.4953697805152757,0.4449406583838966,1.0
2009-12-10,10336.0,10444.6,10335.77,10405.83,195910000,581376066.2534772,766970000,0.14806436465985506,453295789.9280913,5623.707340105178,-169.69233530785627,2240168.3180665225,1040.363365175016,126.02008131808577,10518.485159447237,10230.646840552758,10374.565999999997,0.0,0.0,10377.571333333333,10377.571333333333,10240.706333333335,0.0,0.0,10197.47,10471.58,0.0,0.0,-13.939765866763992,-20.466735975363246,6.526970108599252,10373.12931133075,10359.189545463985,0.0,22.47663027731637,23.88811732040489,1.0341812489517523,0.9788729244702852,0.05530832448146717,0.031179628566577987,22.11675204305661,30.962891258539013,59.14400000000205,-300.91672981536686,-353.14438656289406,52.22765674752719,10360.0675,10343.97,17251.2242587441,17081.913467806058,56.00000000000001,8.0,48.00000000000001,53.785562547638655,29.549342131975322,-91.37095906831985,40.43478509630076,61.159572604659125,39.1311963566296,-38.84042739534088,-1.1270952380982635,10419.229759561396,-0.4317310866476329,0.6653735833724417,0.6631697437882167,1.1132747593589176,1.0
2009-12-11,10403.41,10484.05,10400.08,10471.5,179970000,707550103.4096072,946940000,0.20985286030570194,2076914948.5097945,2420.6054342389834,77.02225115214362,2439303.421867426,1046.9289790848188,121.81507318627716,10513.041060801155,10263.493939198841,10388.267499999998,0.0,0.0,10389.645666666664,10389.645666666664,10266.48166666667,0.0,0.0,10270.47,10471.58,0.0,0.0,-20.754425041133803,-20.524273788517355,-0.2301512526164444,10388.263263433711,10367.508838392578,0.0,23.665726133544844,22.728928707099552,1.0609892153216804,0.9112747900512312,0.1497144252704492,0.030977980761002905,23.044209310380527,94.13108646933432,76.13250000000154,-279.27395859920347,-340.87420970674634,61.60025110754282,10360.0675,10343.97,17251.2242587441,17081.913467806058,56.00000000000001,8.0,48.00000000000001,58.14400738345711,36.35254699977894,-90.79235358914808,43.61508276950777,84.1653529514799,60.79640333975568,-15.834647048520095,0.8723181818149897,10422.04458360694,0.3621913969240172,0.6310885340237161,0.6291055090573039,1.751389042741125,1.0
2009-12-14,10471.28,10514.66,10471.28,10501.05,154360000,765052583.8153181,1101300000,0.20899873191234686,2431832527.294093,1430.5901140191681,-512.8136894286155,1571365.5081103472,1049.8833553758905,113.97156586764936,10521.474346673089,10278.118653326905,10399.796499999997,0.0,0.0,10406.796333333332,10406.796333333332,10289.399333333336,0.0,0.0,10285.97,10501.05,1.0,0.0,-28.214292769869644,-22.06227758478781,-6.1520151850818285,10405.615069059291,10377.400776289423,0.0,24.89853460274301,22.13143700964292,1.0807167358295957,0.978603468540862,0.1021132672887336,0.03255367460251855,23.887429753324326,148.20847276737072,-89.87649999999668,-257.67961102037845,-326.697645756717,69.01803473633856,10360.0675,10343.97,17251.2242587441,17081.913467806058,92.0,8.0,84.0,59.973282436508065,35.74799480661304,-90.20046518624511,47.981752743084314,94.51742862147437,79.9474513925378,-5.482571378525631,13.666260869562393,10426.151694492204,0.3502350827567719,0.2821945280045757,0.2817971067381464,2.03852589478839,2.0
2009-12-15,10499.31,10499.31,10426.69,10452.0,187560000,708231873.2672589,913740000,0.16102767776540036,770168166.2521,-1160.3867562379974,-591.3546649287111,-440490.06087583466,1049.8833553758905,110.0104092808843,10525.822448353438,10278.274551646557,10402.048499999997,0.0,0.0,10408.853000000001,10408.853000000001,10299.978000000003,0.0,0.0,10285.97,10501.05,0.0,0.0,-29.82456756851025,-23.614735581532308,-6.209831986977942,10412.75121228094,10382.92664471243,0.0,23.746192551865228,23.88243346608499,1.0295836798115967,0.9613299909561579,0.0682536888554387,0.03426014808853551,24.716764190654203,88.38654480879515,-57.208499999996995,-237.78514338592709,-310.7746129080569,72.98946952212981,10360.0675,10343.97,17251.2242587441,17081.913467806058,92.0,8.0,84.0,55.62741518666473,35.440427074830254,-89.64458412961649,48.99723994555922,77.33403398143263,85.33893851812896,-22.66596601856737,38.95545833333199,10426.352807578929,1.3780902276642295,-0.46709614752810097,-0.4681904505444479,1.5619078713393633,2.0
2009-12-16,10449.81,10509.97,10427.59,10441.12,208310000,568347080.8419169,705430000,0.08544159915637517,336370885.3589668,228.5806730353677,-722.7439836180658,-1092925.6414602087,1049.8833553758905,107.24736835279579,10526.229230616014,10278.237769383979,10402.233499999997,0.0,0.0,10408.553333333333,10408.553333333333,10300.645333333336,0.0,0.0,10285.97,10501.05,0.0,0.0,-29.87837753817439,-24.867463972860726,-5.010913565313668,10417.115641160795,10387.23726362262,0.0,23.18072958240777,22.632717235582795,0.992979387433582,0.97192953030185,0.02104985713173202,0.035707467392055214,25.555623945834174,82.17508759582314,69.34650000000329,-217.87837003451642,-293.98218550750045,76.10381547298408,10360.0675,10343.97,17251.2242587441,17081.913467806058,92.0,8.0,84.0,54.6808972759852,37.16823194915021,-89.11839255505055,46.86513002469287,73.52250832019628,81.79132364103441,-26.47749167980373,71.22939999999834,10426.44434634076,0.9307055498200132,-0.10409491006505568,-0.10414912644414187,1.456187094680339,2.0
2009-12-17,10439.99,10440.06,10307.96,10308.26,198860000,370390305.67159474,506570000,0.0018501039387955683,-3486044898.263759,-6295.442522377599,153.78137945081548,-2747271.670053987,1036.5239166762833,109.8386315175164,10526.27657074406,10266.385429255934,10396.330999999996,0.0,0.0,10402.968333333332,10402.968333333332,10297.608333333335,0.0,0.0,10285.97,10501.05,0.0,0.0,-18.981523496877344,-23.69027587766405,4.708752380786706,10400.368619443747,10381.387095946873,0.0,21.245483752995533,28.243465649519962,1.0442531445538985,1.0031286240426145,0.04112452051128401,0.034341417004826714,25.481870888550787,-58.37584978535805,56.3490000000038,-206.8127146781343,-277.40104130481035,70.58832662667605,10359.5575,10343.97,17251.2242587441,17081.913467806058,88.0,4.0,84.0,44.68255517138897,36.32221951843174,-88.63110559781009,43.383298483470405,25.840537944284566,58.8990267486378,-74.15946205571544,68.23134615384515,10424.460703641336,-1.55965002416063,-1.2724688539160645,-1.2806340794234927,0.1651887135297292,1.0
2009-12-18,10309.39,10372.35,10263.9,10328.89,480080000,465698027.20224816,986650000,0.02819445298400337,-1573174141.3689914,-1262.4413118646821,153.75757732606792,-1569643.7674790837,1036.5239166762833,109.69976836576485,10526.456880811855,10265.85011918814,10396.153499999997,0.0,0.0,10394.559333333333,10394.559333333333,10298.843333333336,0.0,0.0,10285.97,10501.05,0.0,0.0,-11.873486587066507,-21.32691801954454,9.45343143247803,10389.371908760097,10377.498422173028,0.0,19.795957748647087,29.088364264315967,0.9957825441722984,0.9903157066933864,0.005466837478911968,0.0314739555388572,25.344465323631788,-95.14203303832913,-30.00349999999707,-195.19698601729183,-260.9493714412866,65.75238542399472,10359.5575,10343.97,10294.055,10294.055,84.0,4.0,80.0,46.3237648527131,33.49052489530348,-88.13350158604591,39.728439484925694,33.18034653289206,44.18113093245762,-66.81965346710794,45.73255555555261,10422.79033416606,-1.184289579323206,0.20013076891733927,0.19993077408368976,0.3656500758896231,1.0
